# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-07-31 17:35:50 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 414525074360601 Local number, Sv-535, Woodbourne NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 414525074360601
#            TS   parameter     statistic     Description
#        106190       72019     00003     Depth to water level, feet below land surface (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	106190_72019_00003	106190_72019_00003_cd
USGS	414525074360601	2010-07-18	10.61	A
USGS	414525074360601	2010-07-19	10.62	A
USGS	414525074360601	2010-07-20	10.60	A
USGS	414525074360601	2010-07-21	10.61	A
USGS	414525074360601	2010-07-22	10.58	A
USGS	414525074360601	2010-07-23	10.58	A
USGS	414525074360601	2010-07-24	10.56	A
USGS	414525074360601	2010-07-25	10.55	A
USGS	414525074360601	2010-07-26	10.55	A
USGS	414525074360601	2010-07-27	10.56	A
USGS	414525074360601	2010-07-28	10.59	A
USGS	414525074360601	2010-07-29	10.61	A
USGS	414525074360601	2010-07-30	10.62	A
USGS	414525074360601	2010-07-31	10.64	A
USGS	414525074360601	2010-08-01	10.65	A
USGS	414525074360601	2010-08-02	10.66	A
USGS	414525074360601	2010-08-03	10.67	A
USGS	414525074360601	2010-08-04	10.67	A
USGS	414525074360601	2010-08-05	10.68	A
USGS	414525074360601	2010-08-06	10.69	A
USGS	414525074360601	2010-08-07	10.70	A
USGS	414525074360601	2010-08-08	10.71	A
USGS	414525074360601	2010-08-09	10.72	A
USGS	414525074360601	2010-08-10	10.73	A
USGS	414525074360601	2010-08-11	10.75	A
USGS	414525074360601	2010-08-12	10.76	A
USGS	414525074360601	2010-08-13	10.77	A
USGS	414525074360601	2010-08-14	10.77	A
USGS	414525074360601	2010-08-15	10.76	A
USGS	414525074360601	2010-08-16	10.60	A
USGS	414525074360601	2010-08-17	10.56	A
USGS	414525074360601	2010-08-18	10.56	A
USGS	414525074360601	2010-08-19	10.57	A
USGS	414525074360601	2010-08-20	10.58	A
USGS	414525074360601	2010-08-21	10.60	A
USGS	414525074360601	2010-08-22	10.57	A
USGS	414525074360601	2010-08-23	10.42	A
USGS	414525074360601	2010-08-24	10.22	A
USGS	414525074360601	2010-08-25	10.14	A
USGS	414525074360601	2010-08-26	10.16	A
USGS	414525074360601	2010-08-27	10.19	A
USGS	414525074360601	2010-08-28	10.22	A
USGS	414525074360601	2010-08-29	10.24	A
USGS	414525074360601	2010-08-30	10.25	A
USGS	414525074360601	2010-08-31	10.27	A
USGS	414525074360601	2010-09-01	10.30	A
USGS	414525074360601	2010-09-02	10.32	A
USGS	414525074360601	2010-09-03	10.34	A
USGS	414525074360601	2010-09-04	10.36	A
USGS	414525074360601	2010-09-05	10.40	A
USGS	414525074360601	2010-09-06	10.42	A
USGS	414525074360601	2010-09-07	10.44	A
USGS	414525074360601	2010-09-08	10.46	A
USGS	414525074360601	2010-09-09	10.49	A
USGS	414525074360601	2010-09-10	10.51	A
USGS	414525074360601	2010-09-11	10.53	A
USGS	414525074360601	2010-09-12	10.55	A
USGS	414525074360601	2010-09-13	10.56	A
USGS	414525074360601	2010-09-14	10.58	A
USGS	414525074360601	2010-09-15	10.60	A
USGS	414525074360601	2010-09-16	10.61	A
USGS	414525074360601	2010-09-17	10.63	A
USGS	414525074360601	2010-09-18	10.65	A
USGS	414525074360601	2010-09-19	10.67	A
USGS	414525074360601	2010-09-20	10.69	A
USGS	414525074360601	2010-09-21	10.72	A
USGS	414525074360601	2010-09-22	10.74	A
USGS	414525074360601	2010-09-23	10.76	A
USGS	414525074360601	2010-09-24	10.77	A
USGS	414525074360601	2010-09-25	10.79	A
USGS	414525074360601	2010-09-26	10.81	A
USGS	414525074360601	2010-09-27	10.82	A
USGS	414525074360601	2010-09-28	10.82	A
USGS	414525074360601	2010-09-29	10.81	A
USGS	414525074360601	2010-09-30	10.78	A
USGS	414525074360601	2010-10-01	9.42	A
USGS	414525074360601	2010-10-02	7.98	A
USGS	414525074360601	2010-10-03	7.68	A
USGS	414525074360601	2010-10-04	7.77	A
USGS	414525074360601	2010-10-05	7.85	A
USGS	414525074360601	2010-10-06	7.90	A
USGS	414525074360601	2010-10-07	8.00	A
USGS	414525074360601	2010-10-08	8.23	A
USGS	414525074360601	2010-10-09	8.47	A
USGS	414525074360601	2010-10-10	8.66	A
USGS	414525074360601	2010-10-11	8.81	A
USGS	414525074360601	2010-10-12	8.80	A
USGS	414525074360601	2010-10-13	8.94	A
USGS	414525074360601	2010-10-14	9.06	A
USGS	414525074360601	2010-10-15	8.97	A
USGS	414525074360601	2010-10-16	8.88	A
USGS	414525074360601	2010-10-17	8.82	A
USGS	414525074360601	2010-10-18	8.96	A
USGS	414525074360601	2010-10-19	9.08	A
USGS	414525074360601	2010-10-20	9.17	A
USGS	414525074360601	2010-10-21	9.24	A
USGS	414525074360601	2010-10-22	9.33	A
USGS	414525074360601	2010-10-23	9.41	A
USGS	414525074360601	2010-10-24	9.47	A
USGS	414525074360601	2010-10-25	9.52	A
USGS	414525074360601	2010-10-26	9.58	A
USGS	414525074360601	2010-10-27	9.46	A
USGS	414525074360601	2010-10-28	9.24	A
USGS	414525074360601	2010-10-29	9.29	A
USGS	414525074360601	2010-10-30	9.40	A
USGS	414525074360601	2010-10-31	9.48	A
USGS	414525074360601	2010-11-01	9.56	A
USGS	414525074360601	2010-11-02	9.61	A
USGS	414525074360601	2010-11-03	9.65	A
USGS	414525074360601	2010-11-04	9.60	A
USGS	414525074360601	2010-11-05	9.34	A
USGS	414525074360601	2010-11-06	9.18	A
USGS	414525074360601	2010-11-07	9.08	A
USGS	414525074360601	2010-11-08	9.01	A
USGS	414525074360601	2010-11-09	8.99	A
USGS	414525074360601	2010-11-10	9.04	A
USGS	414525074360601	2010-11-11	9.18	A
USGS	414525074360601	2010-11-12	9.28	A
USGS	414525074360601	2010-11-13	9.36	A
USGS	414525074360601	2010-11-14	9.43	A
USGS	414525074360601	2010-11-15	9.50	A
USGS	414525074360601	2010-11-16	9.55	A
USGS	414525074360601	2010-11-17	9.32	A
USGS	414525074360601	2010-11-18	9.04	A
USGS	414525074360601	2010-11-19	8.91	A
USGS	414525074360601	2010-11-20	8.86	A
USGS	414525074360601	2010-11-21	8.86	A
USGS	414525074360601	2010-11-22	8.89	A
USGS	414525074360601	2010-11-23	8.98	A
USGS	414525074360601	2010-11-24	9.11	A
USGS	414525074360601	2010-11-25	9.21	A
USGS	414525074360601	2010-11-26	9.17	A
USGS	414525074360601	2010-11-27	9.08	A
USGS	414525074360601	2010-11-28	9.08	A
USGS	414525074360601	2010-11-29	9.13	A
USGS	414525074360601	2010-11-30	9.19	A
USGS	414525074360601	2010-12-01	8.46	A
USGS	414525074360601	2010-12-02	6.58	A
USGS	414525074360601	2010-12-03	6.50	A
USGS	414525074360601	2010-12-04	6.64	A
USGS	414525074360601	2010-12-05	6.82	A
USGS	414525074360601	2010-12-06	7.05	A
USGS	414525074360601	2010-12-07	7.28	A
USGS	414525074360601	2010-12-08	7.49	A
USGS	414525074360601	2010-12-09	7.69	A
USGS	414525074360601	2010-12-10	7.89	A
USGS	414525074360601	2010-12-11	8.07	A
USGS	414525074360601	2010-12-12	8.10	A
USGS	414525074360601	2010-12-13	7.87	A
USGS	414525074360601	2010-12-14	7.78	A
USGS	414525074360601	2010-12-15	7.87	A
USGS	414525074360601	2010-12-16	7.99	A
USGS	414525074360601	2010-12-17	8.10	A
USGS	414525074360601	2010-12-18	8.23	A
USGS	414525074360601	2010-12-19	8.39	A
USGS	414525074360601	2010-12-20	8.54	A
USGS	414525074360601	2010-12-21	8.68	A
USGS	414525074360601	2010-12-22	8.80	A
USGS	414525074360601	2010-12-23	8.92	A
USGS	414525074360601	2010-12-24	9.04	A
USGS	414525074360601	2010-12-25	9.13	A
USGS	414525074360601	2010-12-26	9.22	A
USGS	414525074360601	2010-12-27	9.29	A
USGS	414525074360601	2010-12-28	9.38	A
USGS	414525074360601	2010-12-29	9.46	A
USGS	414525074360601	2010-12-30	9.52	A
USGS	414525074360601	2010-12-31	9.59	A
USGS	414525074360601	2011-01-01	9.63	A
USGS	414525074360601	2011-01-02	9.59	A
USGS	414525074360601	2011-01-03	9.60	A
USGS	414525074360601	2011-01-04	9.67	A
USGS	414525074360601	2011-01-05	9.73	A
USGS	414525074360601	2011-01-06	9.79	A
USGS	414525074360601	2011-01-07	9.85	A
USGS	414525074360601	2011-01-08	9.90	A
USGS	414525074360601	2011-01-09	9.95	A
USGS	414525074360601	2011-01-10	10.00	A
USGS	414525074360601	2011-01-11	10.03	A
USGS	414525074360601	2011-01-12	10.05	A
USGS	414525074360601	2011-01-13	10.10	A
USGS	414525074360601	2011-01-14	10.12	A
USGS	414525074360601	2011-01-15	10.12	A
USGS	414525074360601	2011-01-16	10.14	A
USGS	414525074360601	2011-01-17	10.17	A
USGS	414525074360601	2011-01-18	10.17	A
USGS	414525074360601	2011-01-19	10.06	A
USGS	414525074360601	2011-01-20	9.95	A
USGS	414525074360601	2011-01-21	9.89	A
USGS	414525074360601	2011-01-22	9.91	A
USGS	414525074360601	2011-01-23	9.96	A
USGS	414525074360601	2011-01-24	10.00	A
USGS	414525074360601	2011-01-25	10.02	A
USGS	414525074360601	2011-01-26	10.03	A
USGS	414525074360601	2011-01-27	10.05	A
USGS	414525074360601	2011-01-28	10.07	A
USGS	414525074360601	2011-01-29	10.10	A
USGS	414525074360601	2011-01-30	10.14	A
USGS	414525074360601	2011-01-31	10.17	A
USGS	414525074360601	2011-02-01	10.18	A
USGS	414525074360601	2011-02-02	10.18	A
USGS	414525074360601	2011-02-03	10.20	A
USGS	414525074360601	2011-02-04	10.19	A
USGS	414525074360601	2011-02-05	10.15	A
USGS	414525074360601	2011-02-06	10.05	A
USGS	414525074360601	2011-02-07	9.94	A
USGS	414525074360601	2011-02-08	9.93	A
USGS	414525074360601	2011-02-09	9.95	A
USGS	414525074360601	2011-02-10	9.97	A
USGS	414525074360601	2011-02-11	10.00	A
USGS	414525074360601	2011-02-12	10.02	A
USGS	414525074360601	2011-02-13	10.04	A
USGS	414525074360601	2011-02-14	10.05	A
USGS	414525074360601	2011-02-15	9.96	A
USGS	414525074360601	2011-02-16	9.90	A
USGS	414525074360601	2011-02-17	9.89	A
USGS	414525074360601	2011-02-18	9.83	A
USGS	414525074360601	2011-02-19	9.60	A
USGS	414525074360601	2011-02-20	9.43	A
USGS	414525074360601	2011-02-21	9.36	A
USGS	414525074360601	2011-02-22	9.36	A
USGS	414525074360601	2011-02-23	9.35	A
USGS	414525074360601	2011-02-24	9.38	A
USGS	414525074360601	2011-02-25	9.35	A
USGS	414525074360601	2011-02-26	9.09	A
USGS	414525074360601	2011-02-27	8.96	A
USGS	414525074360601	2011-02-28	8.84	A
USGS	414525074360601	2011-03-01	8.51	A
USGS	414525074360601	2011-03-02	8.31	A
USGS	414525074360601	2011-03-03	8.34	A
USGS	414525074360601	2011-03-04	8.39	A
USGS	414525074360601	2011-03-05	8.43	A
USGS	414525074360601	2011-03-06	7.91	A
USGS	414525074360601	2011-03-07	5.88	A
USGS	414525074360601	2011-03-08	5.97	A
USGS	414525074360601	2011-03-09	6.17	A
USGS	414525074360601	2011-03-10	6.22	A
USGS	414525074360601	2011-03-11	4.35	A
USGS	414525074360601	2011-03-12	4.36	A
USGS	414525074360601	2011-03-13	4.60	A
USGS	414525074360601	2011-03-14	4.80	A
USGS	414525074360601	2011-03-15	4.98	A
USGS	414525074360601	2011-03-16	5.03	A
USGS	414525074360601	2011-03-17	5.08	A
USGS	414525074360601	2011-03-18	5.22	A
USGS	414525074360601	2011-03-19	5.46	A
USGS	414525074360601	2011-03-20	5.68	A
USGS	414525074360601	2011-03-21	5.87	A
USGS	414525074360601	2011-03-22	6.07	A
USGS	414525074360601	2011-03-23	6.21	A
USGS	414525074360601	2011-03-24	6.41	A
USGS	414525074360601	2011-03-25	6.57	A
USGS	414525074360601	2011-03-26	6.72	A
USGS	414525074360601	2011-03-27	6.87	A
USGS	414525074360601	2011-03-28	7.03	A
USGS	414525074360601	2011-03-29	7.19	A
USGS	414525074360601	2011-03-30	7.32	A
USGS	414525074360601	2011-03-31	7.42	A
USGS	414525074360601	2011-04-01	7.52	A
USGS	414525074360601	2011-04-02	7.66	A
USGS	414525074360601	2011-04-03	7.81	A
USGS	414525074360601	2011-04-04	7.94	A
USGS	414525074360601	2011-04-05	7.99	A
USGS	414525074360601	2011-04-06	8.06	A
USGS	414525074360601	2011-04-07	8.07	A
USGS	414525074360601	2011-04-08	8.09	A
USGS	414525074360601	2011-04-09	8.12	A
USGS	414525074360601	2011-04-10	8.18	A
USGS	414525074360601	2011-04-11	8.27	A
USGS	414525074360601	2011-04-12	8.42	A
USGS	414525074360601	2011-04-13	8.40	A
USGS	414525074360601	2011-04-14	8.36	A
USGS	414525074360601	2011-04-15	8.37	A
USGS	414525074360601	2011-04-16	8.44	A
USGS	414525074360601	2011-04-17	7.61	A
USGS	414525074360601	2011-04-18	7.07	A
USGS	414525074360601	2011-04-19	7.11	A
USGS	414525074360601	2011-04-20	7.06	A
USGS	414525074360601	2011-04-21	7.17	A
USGS	414525074360601	2011-04-22	7.29	A
USGS	414525074360601	2011-04-23	7.22	A
USGS	414525074360601	2011-04-24	6.86	A
USGS	414525074360601	2011-04-25	6.85	A
USGS	414525074360601	2011-04-26	6.81	A
USGS	414525074360601	2011-04-27	6.21	A
USGS	414525074360601	2011-04-28	5.49	A
USGS	414525074360601	2011-04-29	4.97	A
USGS	414525074360601	2011-04-30	5.10	A
USGS	414525074360601	2011-05-01	5.29	A
USGS	414525074360601	2011-05-02	5.53	A
USGS	414525074360601	2011-05-03	5.79	A
USGS	414525074360601	2011-05-04	5.99	A
USGS	414525074360601	2011-05-05	6.12	A
USGS	414525074360601	2011-05-06	6.37	A
USGS	414525074360601	2011-05-07	6.63	A
USGS	414525074360601	2011-05-08	6.89	A
USGS	414525074360601	2011-05-09	7.12	A
USGS	414525074360601	2011-05-10	7.40	A
USGS	414525074360601	2011-05-11	7.70	A
USGS	414525074360601	2011-05-12	7.95	A
USGS	414525074360601	2011-05-13	8.16	A
USGS	414525074360601	2011-05-14	8.33	A
USGS	414525074360601	2011-05-15	8.39	A
USGS	414525074360601	2011-05-16	8.29	A
USGS	414525074360601	2011-05-17	7.80	A
USGS	414525074360601	2011-05-18	7.31	A
USGS	414525074360601	2011-05-19	5.65	A
USGS	414525074360601	2011-05-20	5.39	A
USGS	414525074360601	2011-05-21	5.49	A
USGS	414525074360601	2011-05-22	5.68	A
USGS	414525074360601	2011-05-23	5.90	A
USGS	414525074360601	2011-05-24	6.08	A
USGS	414525074360601	2011-05-25	6.37	A
USGS	414525074360601	2011-05-26	6.67	A
USGS	414525074360601	2011-05-27	6.94	A
USGS	414525074360601	2011-05-28	7.20	A
USGS	414525074360601	2011-05-29	7.48	A
USGS	414525074360601	2011-05-30	7.65	A
USGS	414525074360601	2011-05-31	7.76	A
USGS	414525074360601	2011-06-01	7.92	A
USGS	414525074360601	2011-06-02	8.12	A
USGS	414525074360601	2011-06-03	8.32	A
USGS	414525074360601	2011-06-04	8.48	A
USGS	414525074360601	2011-06-05	8.63	A
USGS	414525074360601	2011-06-06	8.78	A
USGS	414525074360601	2011-06-07	8.90	A
USGS	414525074360601	2011-06-08	9.02	A
USGS	414525074360601	2011-06-09	9.13	A
USGS	414525074360601	2011-06-10	9.23	A
USGS	414525074360601	2011-06-11	9.31	A
USGS	414525074360601	2011-06-12	9.27	A
USGS	414525074360601	2011-06-13	9.34	A
USGS	414525074360601	2011-06-14	9.40	A
USGS	414525074360601	2011-06-15	9.34	A
USGS	414525074360601	2011-06-16	9.41	A
USGS	414525074360601	2011-06-17	9.43	A
USGS	414525074360601	2011-06-18	9.44	A
USGS	414525074360601	2011-06-19	9.52	A
USGS	414525074360601	2011-06-20	9.57	A
USGS	414525074360601	2011-06-21	9.63	A
USGS	414525074360601	2011-06-22	9.45	A
USGS	414525074360601	2011-06-23	8.64	A
USGS	414525074360601	2011-06-24	7.67	A
USGS	414525074360601	2011-06-25	6.98	A
USGS	414525074360601	2011-06-26	6.69	A
USGS	414525074360601	2011-06-27	6.77	A
USGS	414525074360601	2011-06-28	7.03	A
USGS	414525074360601	2011-06-29	6.87	A
USGS	414525074360601	2011-06-30	6.91	A
USGS	414525074360601	2011-07-01	7.20	A
USGS	414525074360601	2011-07-02	7.48	A
USGS	414525074360601	2011-07-03	7.03	A
USGS	414525074360601	2011-07-04	5.76	A
USGS	414525074360601	2011-07-05	5.77	A
USGS	414525074360601	2011-07-06	5.97	A
USGS	414525074360601	2011-07-07	6.28	A
USGS	414525074360601	2011-07-08	6.64	A
USGS	414525074360601	2011-07-09	6.97	A
USGS	414525074360601	2011-07-10	7.28	A
USGS	414525074360601	2011-07-11	7.55	A
USGS	414525074360601	2011-07-12	7.80	A
USGS	414525074360601	2011-07-13	8.04	A
USGS	414525074360601	2011-07-14	8.26	A
USGS	414525074360601	2011-07-15	8.45	A
USGS	414525074360601	2011-07-16	8.64	A
USGS	414525074360601	2011-07-17	8.80	A
USGS	414525074360601	2011-07-18	8.94	A
USGS	414525074360601	2011-07-19	9.06	A
USGS	414525074360601	2011-07-20	9.18	A
USGS	414525074360601	2011-07-21	9.28	A
USGS	414525074360601	2011-07-22	9.38	A
USGS	414525074360601	2011-07-23	9.48	A
USGS	414525074360601	2011-07-24	9.56	A
USGS	414525074360601	2011-07-25	9.64	A
USGS	414525074360601	2011-07-26	9.70	A
USGS	414525074360601	2011-07-27	9.74	A
USGS	414525074360601	2011-07-28	9.79	A
USGS	414525074360601	2011-07-29	9.84	A
USGS	414525074360601	2011-07-30	9.87	A
USGS	414525074360601	2011-07-31	9.91	A
USGS	414525074360601	2011-08-01	9.95	A
USGS	414525074360601	2011-08-02	9.98	A
USGS	414525074360601	2011-08-03	10.01	A
USGS	414525074360601	2011-08-04	10.04	A
USGS	414525074360601	2011-08-05	10.07	A
USGS	414525074360601	2011-08-06	10.08	A
USGS	414525074360601	2011-08-07	9.78	A
USGS	414525074360601	2011-08-08	9.60	A
USGS	414525074360601	2011-08-09	9.65	A
USGS	414525074360601	2011-08-10	9.52	A
USGS	414525074360601	2011-08-11	9.41	A
USGS	414525074360601	2011-08-12	9.43	A
USGS	414525074360601	2011-08-13	9.52	A
USGS	414525074360601	2011-08-14	9.61	A
USGS	414525074360601	2011-08-15	9.00	A
USGS	414525074360601	2011-08-16	6.99	A
USGS	414525074360601	2011-08-17	6.50	A
USGS	414525074360601	2011-08-18	6.51	A
USGS	414525074360601	2011-08-19	6.65	A
USGS	414525074360601	2011-08-20	6.92	A
USGS	414525074360601	2011-08-21	7.22	A
USGS	414525074360601	2011-08-22	7.25	A
USGS	414525074360601	2011-08-23	7.49	A
USGS	414525074360601	2011-08-24	7.78	A
USGS	414525074360601	2011-08-25	8.02	A
USGS	414525074360601	2011-08-26	8.19	A
USGS	414525074360601	2011-08-27	8.31	A
USGS	414525074360601	2011-08-28	5.83	A
USGS	414525074360601	2011-08-29	3.98	A
USGS	414525074360601	2011-08-30	4.20	A
USGS	414525074360601	2011-08-31	4.52	A
USGS	414525074360601	2011-09-01	4.87	A
USGS	414525074360601	2011-09-02	5.24	A
USGS	414525074360601	2011-09-03	5.63	A
USGS	414525074360601	2011-09-04	6.05	A
USGS	414525074360601	2011-09-05	6.39	A
USGS	414525074360601	2011-09-06	6.28	A
USGS	414525074360601	2011-09-07	5.07	A
USGS	414525074360601	2011-09-08	3.76	A
USGS	414525074360601	2011-09-09	3.75	A
USGS	414525074360601	2011-09-10	4.14	A
USGS	414525074360601	2011-09-11	4.51	A
USGS	414525074360601	2011-09-12	4.86	A
USGS	414525074360601	2011-09-13	5.21	A
USGS	414525074360601	2011-09-14	5.60	A
USGS	414525074360601	2011-09-15	6.00	A
USGS	414525074360601	2011-09-16	6.38	A
USGS	414525074360601	2011-09-17	6.73	A
USGS	414525074360601	2011-09-18	7.04	A
USGS	414525074360601	2011-09-19	7.33	A
USGS	414525074360601	2011-09-20	7.59	A
USGS	414525074360601	2011-09-21	7.83	A
USGS	414525074360601	2011-09-22	7.95	A
USGS	414525074360601	2011-09-23	7.90	A
USGS	414525074360601	2011-09-24	7.64	A
USGS	414525074360601	2011-09-25	7.56	A
USGS	414525074360601	2011-09-26	7.69	A
USGS	414525074360601	2011-09-27	7.86	A
USGS	414525074360601	2011-09-28	7.37	A
USGS	414525074360601	2011-09-29	6.02	A
USGS	414525074360601	2011-09-30	5.36	A
USGS	414525074360601	2011-10-01	5.38	A
USGS	414525074360601	2011-10-02	5.52	A
USGS	414525074360601	2011-10-03	5.67	A
USGS	414525074360601	2011-10-04	5.83	A
USGS	414525074360601	2011-10-05	6.03	A
USGS	414525074360601	2011-10-06	6.31	A
USGS	414525074360601	2011-10-07	6.63	A
USGS	414525074360601	2011-10-08	6.92	A
USGS	414525074360601	2011-10-09	7.19	A
USGS	414525074360601	2011-10-10	7.44	A
USGS	414525074360601	2011-10-11	7.67	A
USGS	414525074360601	2011-10-12	7.88	A
USGS	414525074360601	2011-10-13	8.03	A
USGS	414525074360601	2011-10-14	7.99	A
USGS	414525074360601	2011-10-15	7.77	A
USGS	414525074360601	2011-10-16	7.80	A
USGS	414525074360601	2011-10-17	7.91	A
USGS	414525074360601	2011-10-18	8.03	A
USGS	414525074360601	2011-10-19	8.12	A
USGS	414525074360601	2011-10-20	8.14	A
USGS	414525074360601	2011-10-21	8.17	A
USGS	414525074360601	2011-10-22	8.24	A
USGS	414525074360601	2011-10-23	8.31	A
USGS	414525074360601	2011-10-24	8.38	A
USGS	414525074360601	2011-10-25	8.46	A
USGS	414525074360601	2011-10-26	8.54	A
USGS	414525074360601	2011-10-27	8.62	A
USGS	414525074360601	2011-10-28	8.53	A
USGS	414525074360601	2011-10-29	8.48	A
USGS	414525074360601	2011-10-30	8.52	A
USGS	414525074360601	2011-10-31	8.48	A
USGS	414525074360601	2011-11-01	8.43	A
USGS	414525074360601	2011-11-02	8.41	A
USGS	414525074360601	2011-11-03	8.43	A
USGS	414525074360601	2011-11-04	8.51	A
USGS	414525074360601	2011-11-05	8.60	A
USGS	414525074360601	2011-11-06	8.67	A
USGS	414525074360601	2011-11-07	8.73	A
USGS	414525074360601	2011-11-08	8.79	A
USGS	414525074360601	2011-11-09	8.84	A
USGS	414525074360601	2011-11-10	8.89	A
USGS	414525074360601	2011-11-11	8.93	A
USGS	414525074360601	2011-11-12	8.99	A
USGS	414525074360601	2011-11-13	9.03	A
USGS	414525074360601	2011-11-14	9.08	A
USGS	414525074360601	2011-11-15	9.12	A
USGS	414525074360601	2011-11-16	9.15	A
USGS	414525074360601	2011-11-17	9.14	A
USGS	414525074360601	2011-11-18	9.16	A
USGS	414525074360601	2011-11-19	9.19	A
USGS	414525074360601	2011-11-20	9.21	A
USGS	414525074360601	2011-11-21	9.25	A
USGS	414525074360601	2011-11-22	9.28	A
USGS	414525074360601	2011-11-23	8.81	A
USGS	414525074360601	2011-11-24	7.99	A
USGS	414525074360601	2011-11-25	7.71	A
USGS	414525074360601	2011-11-26	7.70	A
USGS	414525074360601	2011-11-27	7.80	A
USGS	414525074360601	2011-11-28	7.95	A
USGS	414525074360601	2011-11-29	8.07	A
USGS	414525074360601	2011-11-30	7.79	A
USGS	414525074360601	2011-12-01	7.59	A
USGS	414525074360601	2011-12-02	7.58	A
USGS	414525074360601	2011-12-03	7.72	A
USGS	414525074360601	2011-12-04	7.86	A
USGS	414525074360601	2011-12-05	8.00	A
USGS	414525074360601	2011-12-06	8.11	A
USGS	414525074360601	2011-12-07	8.08	A
USGS	414525074360601	2011-12-08	6.89	A
USGS	414525074360601	2011-12-09	6.46	A
USGS	414525074360601	2011-12-10	6.47	A
USGS	414525074360601	2011-12-11	6.56	A
USGS	414525074360601	2011-12-12	6.66	A
USGS	414525074360601	2011-12-13	6.81	A
USGS	414525074360601	2011-12-14	7.01	A
USGS	414525074360601	2011-12-15	7.18	A
USGS	414525074360601	2011-12-16	7.36	A
USGS	414525074360601	2011-12-17	7.52	A
USGS	414525074360601	2011-12-18	7.71	A
USGS	414525074360601	2011-12-19	7.89	A
USGS	414525074360601	2011-12-20	8.07	A
USGS	414525074360601	2011-12-21	8.17	A
USGS	414525074360601	2011-12-22	8.14	A
USGS	414525074360601	2011-12-23	7.95	A
USGS	414525074360601	2011-12-24	7.73	A
USGS	414525074360601	2011-12-25	7.68	A
USGS	414525074360601	2011-12-26	7.79	A
USGS	414525074360601	2011-12-27	7.86	A
USGS	414525074360601	2011-12-28	7.51	A
USGS	414525074360601	2011-12-29	7.23	A
USGS	414525074360601	2011-12-30	7.19	A
USGS	414525074360601	2011-12-31	7.27	A
USGS	414525074360601	2012-01-01	7.40	A
USGS	414525074360601	2012-01-02	7.49	A
USGS	414525074360601	2012-01-03	7.65	A
USGS	414525074360601	2012-01-04	7.85	A
USGS	414525074360601	2012-01-05	8.05	A
USGS	414525074360601	2012-01-06	8.19	A
USGS	414525074360601	2012-01-07	8.30	A
USGS	414525074360601	2012-01-08	8.40	A
USGS	414525074360601	2012-01-09	8.49	A
USGS	414525074360601	2012-01-10	8.57	A
USGS	414525074360601	2012-01-11	8.67	A
USGS	414525074360601	2012-01-12	8.71	A
USGS	414525074360601	2012-01-13	8.55	A
USGS	414525074360601	2012-01-14	8.39	A
USGS	414525074360601	2012-01-15	8.35	A
USGS	414525074360601	2012-01-16	8.45	A
USGS	414525074360601	2012-01-17	8.53	A
USGS	414525074360601	2012-01-18	8.57	A
USGS	414525074360601	2012-01-19	8.61	A
USGS	414525074360601	2012-01-20	8.70	A
USGS	414525074360601	2012-01-21	8.77	A
USGS	414525074360601	2012-01-22	8.85	A
USGS	414525074360601	2012-01-23	8.90	A
USGS	414525074360601	2012-01-24	8.87	A
USGS	414525074360601	2012-01-25	8.72	A
USGS	414525074360601	2012-01-26	8.64	A
USGS	414525074360601	2012-01-27	8.33	A
USGS	414525074360601	2012-01-28	7.80	A
USGS	414525074360601	2012-01-29	7.49	A
USGS	414525074360601	2012-01-30	7.35	A
USGS	414525074360601	2012-01-31	7.33	A
USGS	414525074360601	2012-02-01	7.33	A
USGS	414525074360601	2012-02-02	7.37	A
USGS	414525074360601	2012-02-03	7.51	A
USGS	414525074360601	2012-02-04	7.63	A
USGS	414525074360601	2012-02-05	7.78	A
USGS	414525074360601	2012-02-06	7.94	A
USGS	414525074360601	2012-02-07	8.10	A
USGS	414525074360601	2012-02-08	8.24	A
USGS	414525074360601	2012-02-09	8.36	A
USGS	414525074360601	2012-02-10	8.47	A
USGS	414525074360601	2012-02-11	8.57	A
USGS	414525074360601	2012-02-12	8.68	A
USGS	414525074360601	2012-02-13	8.79	A
USGS	414525074360601	2012-02-14	8.89	A
USGS	414525074360601	2012-02-15	8.97	A
USGS	414525074360601	2012-02-16	9.03	A
USGS	414525074360601	2012-02-17	9.08	A
USGS	414525074360601	2012-02-18	9.09	A
USGS	414525074360601	2012-02-19	9.10	A
USGS	414525074360601	2012-02-20	9.13	A
USGS	414525074360601	2012-02-21	9.17	A
USGS	414525074360601	2012-02-22	9.19	A
USGS	414525074360601	2012-02-23	9.21	A
